PS_i	PS_j	Sim_HPO
PS244400	PS273750	1.0162
PS201000	PS213300	1.0162
PS118100	PS603387	1.01616
PS134600	PS600721	1.01608
PS220400	PS306955	1.0159
PS265450	PS306955	1.0159
PS308350	PS614080	1.01579
PS180849	PS234200	1.01547
PS215100	PS234200	1.01546
PS303350	PS309800	1.01545
PS215100	PS251200	1.01542
PS175800	PS600630	1.01536
PS160565	PS615895	1.01508
PS208085	PS603278	1.01507
PS214150	PS253600	1.0149
PS151100	PS212065	1.01477
PS251200	PS257300	1.01471
PS118450	PS607014	1.01469
PS256520	PS277300	1.01463
PS209900	PS250950	1.0146
PS220210	PS234200	1.01444
PS117550	PS180849	1.01439
PS167200	PS231200	1.01398
PS211530	PS244400	1.01398
PS201000	PS253310	1.01396
PS133780	PS213300	1.01394
PS600512	PS600513	1.01367
PS108720	PS187300	1.01355
PS112240	PS613038	1.01344
PS601675	PS607594	1.01341
PS190440	PS251600	1.01321
PS600721	PS607086	1.01316
PS600462	PS610542	1.013
PS253310	PS277300	1.013
PS225750	PS251200	1.01297
PS249000	PS309800	1.0129
PS190440	PS251450	1.01275
PS105650	PS108800	1.01273
PS131100	PS227650	1.01266
PS105400	PS609060	1.01261
PS160150	PS225750	1.01259
PS190440	PS248370	1.01253
PS156610	PS208085	1.01251
PS182250	PS270300	1.0125
PS113900	PS241550	1.01245
PS236100	PS609060	1.01242
PS161800	PS187300	1.0124
PS603041	PS609308	1.01219
PS167200	PS601390	1.01217
PS214100	PS250950	1.01215
PS156200	PS303350	1.01194
PS127000	PS609192	1.01189
PS231050	PS602483	1.01187
PS118220	PS614039	1.01186
PS222470	PS600118	1.01177
PS104290	PS600513	1.01169
PS167200	PS237450	1.01159
PS145980	PS275200	1.01158
PS212065	PS308350	1.01155
PS159000	PS236670	1.0115
PS180849	PS309801	1.01141
PS227650	PS233400	1.01135
PS233400	PS257300	1.01134
PS211530	PS251270	1.01121
PS601462	PS609192	1.0112
PS210200	PS236730	1.01119
PS312170	PS603387	1.01111
PS135700	PS300345	1.0111
PS249000	PS257300	1.01106
PS127550	PS257300	1.01097
PS244400	PS266600	1.01092
PS127000	PS180849	1.0109
PS300352	PS600721	1.01065
PS160565	PS212065	1.01064
PS190440	PS252150	1.01058
PS127000	PS147920	1.01054
PS309800	PS614039	1.01045
PS134600	PS252150	1.01043
PS209900	PS215100	1.01032
PS214100	PS249000	1.0103
PS251200	PS256520	1.01028
PS191100	PS239300	1.01028
PS123100	PS251450	1.0102
PS185800	PS269500	1.01012
PS118450	PS231050	1.01007
PS224050	PS603387	1.00979
PS115150	PS601462	1.0096
PS231050	PS265120	1.00958
PS250950	PS254800	1.00955
PS108600	PS614080	1.00952
PS108600	PS609308	1.00951
PS212065	PS607765	1.00939
PS249270	PS600721	1.00906
PS112240	PS227650	1.00906
PS213300	PS256100	1.00898
PS190440	PS201000	1.00858
PS231050	PS306955	1.00848
PS193500	PS300345	1.00845
PS175100	PS214700	1.00832
PS160565	PS215100	1.00795
PS108720	PS601495	1.00795
PS176670	PS269500	1.00793
PS136760	PS309510	1.00791
PS136760	PS309800	1.00779
PS231050	PS309510	1.00773
PS151660	PS237450	1.00771
PS182250	PS208000	1.00763
PS214700	PS224120	1.00763
PS100300	PS132400	1.00762
PS187300	PS210600	1.00762
PS122470	PS234200	1.00745
PS167200	PS201000	1.00737
PS253600	PS615895	1.00704
PS224050	PS251200	1.00702
PS233300	PS236730	1.00702
PS123100	PS259700	1.00698
PS161800	PS608594	1.00688
PS252150	PS601419	1.00679
PS276900	PS304500	1.00673
PS105400	PS614080	1.00643
PS121200	PS254800	1.00642
PS210600	PS613038	1.00631
PS189800	PS253310	1.0063
PS225750	PS243310	1.0063
PS213600	PS603041	1.00624
PS190440	PS614080	1.00611
PS159000	PS212065	1.00605
PS118100	PS607634	1.00584
PS160120	PS600118	1.00569
PS157640	PS272430	1.00547
PS151100	PS244400	1.0054
PS154500	PS211400	1.00511
PS177900	PS237450	1.00511
PS132400	PS159000	1.00507
PS251450	PS601675	1.00502
PS158350	PS269500	1.00496
PS133780	PS158350	1.00492
PS252350	PS608583	1.00478
PS252150	PS269500	1.00478
PS193500	PS257300	1.00464
PS133780	PS160120	1.00462
PS251450	PS607596	1.00452
PS136760	PS187300	1.00436
PS258150	PS259900	1.00429
PS162000	PS258150	1.00429
PS133100	PS600630	1.00424
PS151660	PS248600	1.00404
PS190440	PS220210	1.00396
PS108720	PS136760	1.00388
PS250950	PS601495	1.00384
PS117550	PS257300	1.00383
PS115150	PS157640	1.00368
PS193500	PS220210	1.00364
PS214100	PS259700	1.00349
PS100300	PS133100	1.00341
PS147920	PS609060	1.0034
PS212065	PS218330	1.0034
PS135700	PS147920	1.00326
PS235200	PS602014	1.00257
PS175780	PS191100	1.00256
PS208000	PS600630	1.00256
PS145980	PS208000	1.00248
PS220210	PS308350	1.00246
PS236670	PS253600	1.00246
PS147920	PS186500	1.00245
PS252150	PS609308	1.00237
PS117550	PS603387	1.00207
PS212065	PS300000	1.00206
PS268310	PS601462	1.00205
PS275200	PS607014	1.00201
PS248370	PS257300	1.002
PS212066	PS300352	1.00199
PS241550	PS608567	1.00191
PS252150	PS607426	1.00176
PS303350	PS609060	1.00173
PS118450	PS163950	1.00165
PS123100	PS604004	1.00153
PS105400	PS160565	1.00146
PS175780	PS251200	1.00142
PS118100	PS236670	1.0014
PS249000	PS269500	1.00127
PS604772	PS607086	1.00124
PS101800	PS275200	1.00124
PS134600	PS210200	1.00115
PS160150	PS162400	1.00115
PS601390	PS607634	1.00103
PS117550	PS251450	1.00094
PS127550	PS236100	1.00091
PS201000	PS610489	1.00069
PS186500	PS253310	1.00061
PS114580	PS231200	1.00041
PS212066	PS309801	1.00007
PS157640	PS268310	1.00004
PS117550	PS607326	1.00003
PS165500	PS229200	1.00001
PS158600	PS249270	0.99991
PS244400	PS601675	0.99982
PS147920	PS213300	0.99971
PS163950	PS227650	0.99971
PS603041	PS605711	0.9997
PS118220	PS158810	0.99962
PS234200	PS236100	0.99954
PS118100	PS160150	0.99945
PS108300	PS135500	0.99942
PS251450	PS608594	0.99938
PS210200	PS600462	0.9993
PS156610	PS213300	0.99928
PS193100	PS208085	0.99927
PS167200	PS186500	0.99922
PS122470	PS609060	0.99891
PS118450	PS201000	0.99874
PS106600	PS602483	0.99873
PS193100	PS227650	0.99864
PS234200	PS257300	0.99863
PS191100	PS603041	0.99861
PS228520	PS236100	0.99856
PS208085	PS213300	0.99844
PS236670	PS300352	0.99842
PS251450	PS300000	0.99838
PS161800	PS257300	0.99832
PS135900	PS154500	0.99832
PS248370	PS300000	0.99828
PS308350	PS603387	0.99818
PS112240	PS613155	0.99817
PS186500	PS190440	0.99812
PS190440	PS249000	0.99806
PS253310	PS272430	0.99795
PS277600	PS613155	0.99777
PS305100	PS601390	0.99742
PS607426	PS607596	0.99741
PS117550	PS277600	0.9974
PS191100	PS236100	0.99739
PS105400	PS250950	0.99739
PS203300	PS251270	0.99732
PS190440	PS228520	0.99727
PS214100	PS309510	0.99726
PS186500	PS607014	0.99717
PS234200	PS601419	0.99709
PS268310	PS605389	0.997
PS309801	PS608583	0.99684
PS151100	PS310300	0.99672
PS108720	PS156200	0.99664
PS115150	PS182250	0.99623
PS251270	PS609192	0.99608
PS145980	PS147950	0.99588
PS168000	PS202200	0.99558
PS233300	PS613038	0.99554
PS161800	PS277600	0.99549
PS108720	PS259700	0.99547
PS607014	PS613155	0.99534
PS118100	PS233400	0.99533
PS211530	PS277300	0.99533
PS142690	PS305100	0.99529
PS156200	PS158350	0.99527
PS308230	PS601675	0.99519
PS118450	PS607426	0.99518
PS168000	PS607086	0.99512
PS248600	PS608594	0.99511
PS233400	PS236100	0.99488
PS118220	PS604004	0.99481
PS191100	PS312170	0.99472
PS160565	PS162400	0.99468
PS601678	PS610489	0.99465
PS214100	PS604004	0.99457
PS168000	PS256450	0.99456
PS123100	PS249000	0.99453
PS135900	PS203100	0.9943
PS115150	PS160150	0.99421
PS265120	PS601390	0.99416
PS104290	PS607596	0.99402
PS118100	PS136760	0.994
PS160565	PS272430	0.99378
PS135900	PS190440	0.99362
PS236100	PS249500	0.99348
PS208500	PS309801	0.99345
PS127550	PS610489	0.99339
PS135900	PS259700	0.99333
PS600462	PS601678	0.99332
PS231050	PS253310	0.99327
PS162400	PS601675	0.99327
PS112240	PS186500	0.99323
PS114580	PS236730	0.99312
PS135500	PS613155	0.993
PS180849	PS212066	0.99299
PS157640	PS608594	0.99288
PS256520	PS607596	0.99275
PS208085	PS251270	0.99255
PS118100	PS607596	0.99254
PS607426	PS613155	0.99231
PS100300	PS604169	0.99223
PS133780	PS251600	0.99218
PS300000	PS613155	0.99215
PS160900	PS236670	0.99206
PS273750	PS610542	0.99195
PS151660	PS305100	0.99178
PS117550	PS122470	0.99174
PS115150	PS214100	0.99171
PS249000	PS273750	0.99168
PS127550	PS607432	0.9916
PS117550	PS210600	0.99157
PS162400	PS191100	0.99153
PS100300	PS208000	0.99144
PS607086	PS607426	0.99137
PS142690	PS244400	0.99129
PS235200	PS306400	0.99121
PS104290	PS225750	0.99117
PS234200	PS601390	0.99113
PS158350	PS212065	0.99094
PS600462	PS613155	0.99083
PS133100	PS265450	0.99083
PS257920	PS601462	0.99083
PS100300	PS182250	0.99081
PS202200	PS275200	0.99075
PS233400	PS609192	0.99073
PS185800	PS228520	0.99068
PS135500	PS610489	0.99056
PS158350	PS607596	0.99055
PS176670	PS180849	0.99053
PS209900	PS227650	0.99045
PS236670	PS248600	0.99025
PS211530	PS236100	0.99022
PS120100	PS168000	0.99016
PS233400	PS275200	0.99007
PS160565	PS186500	0.99001
PS178600	PS306955	0.98993
PS151100	PS605389	0.9897
PS163950	PS180849	0.98958
PS160150	PS614080	0.98957
PS132400	PS176670	0.98947
PS200600	PS612286	0.98941
PS257920	PS275200	0.98933
PS108300	PS119530	0.98919
PS601419	PS607596	0.9891
PS236730	PS607765	0.98898
PS101800	PS252150	0.98892
PS131100	PS222470	0.9889
PS180849	PS225750	0.98883
PS123100	PS191100	0.98877
PS259700	PS600118	0.98874
PS215100	PS613038	0.98872
PS201000	PS275200	0.98872
PS160565	PS607596	0.9887
PS122000	PS300345	0.98869
PS277300	PS601675	0.98867
PS105400	PS609308	0.98864
PS253600	PS607326	0.98856
PS158350	PS242860	0.98839
PS212066	PS607594	0.98837
PS236100	PS248370	0.9882
PS228520	PS253310	0.98807
PS176670	PS222470	0.98799
PS208085	PS251200	0.98798
PS158350	PS601495	0.98773
PS607426	PS607432	0.98762
PS190440	PS600165	0.98754
PS161800	PS300352	0.98749
PS191100	PS256730	0.98744
PS118100	PS210600	0.98736
PS160150	PS253310	0.98717
PS108720	PS193100	0.98711
PS156200	PS610542	0.98704
PS233400	PS607014	0.98693
PS211400	PS300009	0.98683
PS100300	PS225750	0.9868
PS163950	PS251450	0.98668
PS224120	PS242860	0.98656
PS162400	PS601495	0.98654
PS128100	PS252150	0.98652
PS167200	PS227650	0.98633
PS300000	PS602483	0.98604
PS190440	PS607634	0.98603
PS136760	PS242300	0.98588
PS208085	PS303350	0.98582
PS136760	PS167200	0.98563
PS609060	PS610542	0.98562
PS100300	PS168000	0.98559
PS112240	PS272430	0.98544
PS147950	PS168000	0.98523
PS117550	PS123100	0.98522
PS249270	PS604233	0.98515
PS225750	PS309510	0.98504
PS161800	PS191100	0.98469
PS220400	PS241550	0.98457
PS241550	PS265450	0.98457
PS108720	PS118220	0.98437
PS132400	PS257920	0.98435
PS151660	PS306400	0.98435
PS222470	PS248370	0.98429
PS105550	PS605711	0.98424
PS257300	PS613038	0.98414
PS158350	PS257300	0.98414
PS105400	PS135900	0.98408
PS167200	PS214150	0.98406
PS192500	PS252350	0.98406
PS234200	PS601462	0.98402
PS269500	PS607014	0.98401
PS614742	PS615040	0.9839
PS239300	PS609308	0.9838
PS300352	PS601678	0.98373
PS256520	PS614039	0.98365
PS134600	PS227650	0.98364
PS163950	PS239300	0.98362
PS127550	PS208085	0.98354
PS248370	PS277300	0.98348
PS109730	PS604772	0.98341
PS156200	PS208085	0.98336
PS220210	PS227650	0.98332
PS249500	PS257920	0.98316
PS225750	PS607765	0.9831
PS249500	PS603387	0.98305
PS237450	PS242300	0.98299
PS300000	PS603041	0.98296
PS163950	PS200600	0.98291
PS164400	PS601419	0.98278
PS160150	PS175780	0.98276
PS160150	PS609060	0.98272
PS132400	PS609192	0.98265
PS218330	PS251270	0.98263
PS176670	PS309801	0.98259
PS158350	PS228520	0.98256
PS228520	PS300000	0.98247
PS227650	PS251270	0.98245
PS156610	PS249500	0.98238
PS257300	PS601462	0.98232
PS105250	PS175800	0.98226
PS132400	PS256520	0.98218
PS175100	PS308240	0.9821
PS118100	PS610542	0.98206
PS187300	PS214100	0.982
PS157640	PS191100	0.98199
PS135900	PS603041	0.98195
PS154500	PS251600	0.98192
PS300352	PS609308	0.98189
PS309510	PS610489	0.98185
PS268310	PS607596	0.98177
PS252150	PS256100	0.98171
PS187300	PS252150	0.98169
PS112240	PS132400	0.98165
PS209900	PS257920	0.98164
PS208500	PS212065	0.98158
PS118100	PS242860	0.98157
PS176670	PS193100	0.98154
PS185800	PS277600	0.98153
PS147920	PS160150	0.98145
PS117550	PS118100	0.98139
PS158350	PS233300	0.98136
PS212065	PS243310	0.98134
PS253600	PS614039	0.98134
PS602014	PS603041	0.98133
PS214700	PS276700	0.98131
PS227650	PS231050	0.98128
PS236730	PS308240	0.98126
PS118100	PS244400	0.98119
PS185800	PS231050	0.98102
PS136760	PS308350	0.98098
PS187950	PS308230	0.98082
PS135700	PS136760	0.98072
PS108800	PS231200	0.98061
PS115150	PS212066	0.9803
PS182250	PS609620	0.98027
PS115200	PS600721	0.98025
PS135700	PS251600	0.98022
PS145260	PS607426	0.98016
PS231050	PS269500	0.98005
PS277300	PS607634	0.98005
PS108720	PS115150	0.97997
PS167200	PS208085	0.97984
PS105650	PS614429	0.97969
PS118220	PS259700	0.97963
PS607432	PS613038	0.97963
PS187300	PS600118	0.97962
PS236670	PS257920	0.97942
PS108300	PS300000	0.97939
PS134600	PS248370	0.97933
PS135500	PS158350	0.97927
PS227650	PS309801	0.97918
PS132400	PS603387	0.9791
PS200600	PS220210	0.97906
PS109730	PS252350	0.97902
PS135700	PS211530	0.97893
PS601419	PS609192	0.97884
PS300751	PS308230	0.97877
PS253310	PS253600	0.97877
PS249270	PS609308	0.9785
PS166200	PS251270	0.97844
PS100300	PS312080	0.97836
PS161800	PS186500	0.97833
PS256450	PS275200	0.97824
PS127000	PS233400	0.97812
PS147920	PS308350	0.97806
PS211400	PS601678	0.97805
PS211530	PS242860	0.97792
PS200600	PS259100	0.9778
PS175780	PS188050	0.97779
PS112240	PS309800	0.97774
PS275200	PS601678	0.97771
PS214150	PS251200	0.97765
PS259700	PS614080	0.97763
PS127550	PS168000	0.9776
PS123100	PS312170	0.97752
PS105250	PS600630	0.97746
PS117550	PS610489	0.97745
PS161800	PS231050	0.97743
PS239300	PS607326	0.97738
PS233400	PS250950	0.97735
PS117550	PS257920	0.97734
PS135500	PS228520	0.97722
PS135500	PS277300	0.97721
PS266900	PS276700	0.9772
PS228520	PS600118	0.9771
PS183600	PS607634	0.9771
PS122470	PS249500	0.97708
PS156200	PS607014	0.97708
PS300352	PS604233	0.97705
PS233400	PS234200	0.97703
PS229200	PS269500	0.97676
PS601390	PS609308	0.97669
PS115200	PS133100	0.97668
PS268310	PS312080	0.97656
PS252150	PS275200	0.97648
PS132400	PS259700	0.97647
PS156200	PS201000	0.97647
PS250950	PS256100	0.97643
PS186500	PS249000	0.97637
PS176670	PS602483	0.97631
PS233300	PS604931	0.97599
PS166200	PS609308	0.97595
PS156200	PS224690	0.97592
PS106600	PS305100	0.97589
PS163950	PS605389	0.97589
PS251200	PS312170	0.97586
PS604004	PS607426	0.97584
PS182250	PS608583	0.97578
PS127000	PS176670	0.97553
PS215100	PS603041	0.97539
PS214100	PS257920	0.97534
PS156200	PS601462	0.9753
PS202700	PS277450	0.97527
PS108300	PS233400	0.97526
PS118450	PS208000	0.97524
PS135500	PS190440	0.97523
PS108600	PS160565	0.97518
PS151660	PS231200	0.97509
PS108300	PS607326	0.97504
PS160150	PS257920	0.97501
PS122470	PS160150	0.97498
PS161800	PS213300	0.97479
PS210600	PS303350	0.97455
PS105400	PS236100	0.97451
PS236100	PS613038	0.97434
PS101800	PS277300	0.97424
PS115200	PS145260	0.97423
PS122470	PS275200	0.97406
PS268310	PS609308	0.97403
PS136800	PS600165	0.97399
PS123100	PS203100	0.97399
PS105550	PS156200	0.97394
PS162000	PS193100	0.97378
PS210600	PS249500	0.97367
PS204000	PS266900	0.97359
PS136760	PS203100	0.97353
PS151100	PS251270	0.97348
PS209900	PS220210	0.97339
PS224120	PS600630	0.97324
PS123100	PS133780	0.97316
PS214450	PS604233	0.97309
PS166200	PS208085	0.97308
PS310300	PS609620	0.97307
PS157640	PS162400	0.97305
PS193500	PS309800	0.97304
PS147920	PS242300	0.97283
PS213300	PS236100	0.97278
PS108720	PS233400	0.97277
PS210600	PS211530	0.97246
PS225750	PS254800	0.97237
PS115150	PS127000	0.97236
PS158600	PS300352	0.97231
PS300000	PS614039	0.97197
PS167200	PS203300	0.97168
PS209900	PS608594	0.97153
PS165500	PS211530	0.9714
PS122470	PS277300	0.9712
PS160565	PS614039	0.97093
PS309800	PS601678	0.97093
PS173900	PS601678	0.9708
PS160565	PS234200	0.9707
PS161800	PS601675	0.97066
PS135700	PS190440	0.97064
PS163950	PS251270	0.97047
PS224690	PS603387	0.97043
PS153100	PS607594	0.97034
PS190440	PS613155	0.97017
PS115150	PS151660	0.97013
PS107250	PS160700	0.97006
PS192500	PS309801	0.97002
PS277600	PS607086	0.96994
PS224050	PS253600	0.96989
PS105550	PS233400	0.96974
PS218330	PS233400	0.96972
PS214150	PS609060	0.96965
PS151100	PS603387	0.96956
PS101800	PS123100	0.96949
PS117550	PS604004	0.96949
PS225750	PS309800	0.96943
PS104290	PS607432	0.96935
PS191100	PS256520	0.96933
PS156200	PS248370	0.96931
PS218330	PS275200	0.96927
PS159000	PS608594	0.96924
PS134600	PS208085	0.96913
PS224120	PS614675	0.96899
PS157640	PS257300	0.96896
PS105550	PS157600	0.96888
PS160120	PS276900	0.96885
PS135500	PS242300	0.96878
PS277600	PS607634	0.96873
PS233400	PS273750	0.96867
PS309800	PS607432	0.9686
PS160150	PS257300	0.96834
PS100300	PS236670	0.96822
PS224120	PS276700	0.96809
PS220210	PS605389	0.96801
PS118450	PS145260	0.968
PS213300	PS277600	0.96793
PS227650	PS236670	0.96793
PS127550	PS163950	0.96774
PS233400	PS607596	0.96766
PS208500	PS253310	0.96765
PS156610	PS234200	0.96754
PS213300	PS227650	0.96748
PS607014	PS609308	0.96743
PS211530	PS248370	0.96736
PS105650	PS308230	0.96733
PS225750	PS607014	0.96731
PS607432	PS610542	0.96717
PS210200	PS607426	0.96705
PS251200	PS601390	0.96687
PS163950	PS610489	0.96685
PS239300	PS601675	0.96663
PS211400	PS602014	0.96652
PS151660	PS218330	0.96651
PS272430	PS608594	0.96633
PS156200	PS157640	0.96628
PS600721	PS605711	0.96611
PS268310	PS610542	0.96609
PS213300	PS257300	0.96594
PS183600	PS215100	0.9659
PS165500	PS312170	0.96585
PS168600	PS253600	0.96583
PS212066	PS607014	0.96581
PS131100	PS209900	0.96564
PS605711	PS610542	0.96556
PS193100	PS201000	0.96552
PS306955	PS604772	0.96548
PS159000	PS249270	0.96546
PS158810	PS253310	0.96544
PS215100	PS249500	0.96544
PS243310	PS609060	0.96534
PS214100	PS234200	0.96523
PS105400	PS156200	0.96519
PS136760	PS213300	0.96515
PS168000	PS303350	0.96502
PS117550	PS239300	0.96499
PS272430	PS305100	0.96495
PS233300	PS235200	0.96493
PS249000	PS614039	0.96487
PS224690	PS259700	0.96484
PS234200	PS609308	0.96484
PS118100	PS190440	0.96482
PS209900	PS277600	0.96479
PS213300	PS609060	0.96476
PS108600	PS601419	0.96457
PS156610	PS607326	0.96457
PS188050	PS265120	0.96433
PS151660	PS600630	0.96431
PS116200	PS300345	0.96431
PS132400	PS224120	0.9643
PS225750	PS309801	0.96429
PS136800	PS160700	0.96429
PS309801	PS312170	0.96421
PS249000	PS303350	0.96418
PS118220	PS224050	0.96415
PS213600	PS603387	0.96415
PS158810	PS607596	0.96413
PS208085	PS312080	0.9641
PS212065	PS601419	0.96409
PS224690	PS607596	0.96405
PS248600	PS303350	0.96366
PS134600	PS151660	0.96363
PS112240	PS222470	0.96363
PS209900	PS224050	0.96362
PS204000	PS276900	0.96362
PS100300	PS604004	0.96346
PS213300	PS300000	0.96344
PS252350	PS306955	0.96344
PS159000	PS251450	0.96336
PS228520	PS259700	0.96333
PS180849	PS309800	0.96327
PS160900	PS608594	0.96308
PS239300	PS303350	0.96308
PS253310	PS609192	0.96306
PS215100	PS275200	0.96298
PS212065	PS610542	0.96297
PS190440	PS312080	0.96296
PS213300	PS601462	0.96289
PS208085	PS253600	0.96287
PS191100	PS251200	0.96263
PS193500	PS201000	0.96253
PS214150	PS229200	0.96248
PS213300	PS256520	0.96246
PS160120	PS609129	0.96244
PS212065	PS607426	0.96244
PS128100	PS604004	0.96231
PS603387	PS607326	0.96212
PS160900	PS600721	0.9621
PS193100	PS252150	0.9621
PS257920	PS312170	0.96201
PS257920	PS259700	0.96197
PS253310	PS609308	0.96183
PS182250	PS192500	0.96181
PS162400	PS214150	0.96177
PS165500	PS213300	0.96175
PS168000	PS265120	0.96175
PS300000	PS607086	0.96162
PS312080	PS607426	0.96146
PS160565	PS312170	0.96145
PS157600	PS178600	0.96145
PS214150	PS275200	0.96144
PS249500	PS272430	0.96144
PS193100	PS256100	0.96127
PS157600	PS254800	0.96117
PS201000	PS613155	0.96112
PS108600	PS156200	0.96103
PS233400	PS236670	0.96085
PS251450	PS312170	0.96045
PS156610	PS214100	0.96031
PS257920	PS312080	0.96018
PS214100	PS303350	0.96013
PS118100	PS167200	0.96011
PS118450	PS600721	0.95999
PS156200	PS603041	0.95979
